epoch,centers_loss,loss,mask_loss,val_centers_loss,val_loss,val_mask_loss
0,0.06037899851799011,0.24155861139297485,0.36235931515693665,NA,NA,NA
1,0.03787635639309883,0.15486964583396912,0.23398658633232117,NA,NA,NA
2,0.029994476586580276,0.12196224182844162,0.1839354932308197,NA,NA,NA
3,0.024243121966719627,0.10374284535646439,0.1589994728565216,NA,NA,NA
4,0.021024905145168304,0.08995237946510315,0.13785485923290253,NA,NA,NA
5,0.01746198534965515,0.07930007576942444,0.12367615848779678,NA,NA,NA
6,0.01428508386015892,0.06911079585552216,0.10965140163898468,NA,NA,NA
7,0.012254578992724419,0.06393738090991974,0.10336556285619736,NA,NA,NA
8,0.010395544581115246,0.05902956426143646,0.09726804494857788,NA,NA,NA
9,0.009539051912724972,0.051861491054296494,0.0846448615193367,NA,NA,NA
10,0.007349266204982996,0.04632897675037384,0.07795944064855576,NA,NA,NA
11,0.007758444640785456,0.04667714610695839,0.07783739268779755,NA,NA,NA
12,0.006531069055199623,0.041959069669246674,0.07085602730512619,NA,NA,NA
13,0.005443028640002012,0.038940079510211945,0.0669940933585167,NA,NA,NA
14,0.004557111766189337,0.03669332340359688,0.06427241861820221,NA,NA,NA
15,0.0041330247186124325,0.03399164602160454,0.059717241674661636,NA,NA,NA
16,0.0039130765944719315,0.03358306735754013,0.0593399815261364,NA,NA,NA
17,0.0037389365024864674,0.033058688044548035,0.058639489114284515,NA,NA,NA
18,0.003260423894971609,0.031066732481122017,0.055612631142139435,NA,NA,NA
19,0.0031841674353927374,0.03138110414147377,0.05639386177062988,NA,NA,NA
0,0.0030738848727196455,0.028811676427721977,0.05147558078169823,NA,NA,NA
1,0.0025074132718145847,0.02774767577648163,0.05048053339123726,NA,NA,NA
2,0.002526290947571397,0.026718027889728546,0.04838345944881439,NA,NA,NA
3,0.002457445953041315,0.026289377361536026,0.047663889825344086,NA,NA,NA
4,0.0019751328509300947,0.02469821460545063,0.04544614627957344,NA,NA,NA
5,0.002201652619987726,0.02465975470840931,0.044916216284036636,NA,NA,NA
6,0.001966453157365322,0.02457631193101406,0.04521971568465233,NA,NA,NA
7,0.001886810059659183,0.02440127357840538,0.045028943568468094,NA,NA,NA
8,0.0016394727863371372,0.022929487749934196,0.04258003830909729,NA,NA,NA
9,0.0017802651273086667,0.022450456395745277,0.04134039580821991,NA,NA,NA
10,0.001497715595178306,0.021680062636733055,0.040364690124988556,NA,NA,NA
11,0.001213169889524579,0.02097456529736519,0.03952278941869736,NA,NA,NA
12,0.0013224610593169928,0.022207006812095642,0.04176909103989601,NA,NA,NA
13,0.0011634788243100047,0.02247820422053337,0.042629461735486984,NA,NA,NA
14,0.0010015314910560846,0.020250855013728142,0.0384986437857151,NA,NA,NA
15,0.001127050956711173,0.020591599866747856,0.03892910107970238,NA,NA,NA
16,0.0009774956852197647,0.021797873079776764,0.041640754789114,NA,NA,NA
17,0.0010530062718316913,0.01929045468568802,0.03647489845752716,NA,NA,NA
18,0.000976851675659418,0.021067149937152863,0.04018060117959976,NA,NA,NA
19,0.0009115037973970175,0.019478773698210716,0.03713454678654671,NA,NA,NA
20,0.0008176661212928593,0.019723599776625633,0.03781186416745186,NA,NA,NA
21,0.0010172614129260182,0.019567333161830902,0.03710014373064041,NA,NA,NA
22,0.0010473665315657854,0.020379677414894104,0.03866460919380188,NA,NA,NA
23,0.0008343933732248843,0.02006593719124794,0.03846309334039688,NA,NA,NA
24,0.0007866717642173171,0.02027164399623871,0.03896996006369591,NA,NA,NA
25,0.0006338704843074083,0.01908203959465027,0.03689632937312126,NA,NA,NA
26,0.0007221227278932929,0.01967250555753708,0.03790076822042465,NA,NA,NA
27,0.0007179213571362197,0.019652975723147392,0.037870120257139206,NA,NA,NA
28,0.0006666289991699159,0.01790730655193329,0.03448135778307915,NA,NA,NA
29,0.0006454203394241631,0.018650496378540993,0.03601013869047165,NA,NA,NA
30,0.0005845758714713156,0.018697505816817284,0.03622585907578468,NA,NA,NA
31,0.0006329642492346466,0.018373623490333557,0.035481322556734085,NA,NA,NA
32,0.0006962001789361238,0.019831832498311996,0.03827125206589699,NA,NA,NA
