epoch,centers_loss,loss,mask_loss,val_centers_loss,val_loss,val_mask_loss
0,0.1264132261276245,0.47881177067756653,0.7047969698905945,NA,NA,NA
1,0.1064046323299408,0.3784765303134918,0.5441439151763916,NA,NA,NA
2,0.09731129556894302,0.3380200266838074,0.48141738772392273,NA,NA,NA
3,0.09071247279644012,0.3101503551006317,0.43887585401535034,NA,NA,NA
4,0.09096017479896545,0.2937021255493164,0.40548402070999146,NA,NA,NA
5,0.09364965558052063,0.27375584840774536,0.3602124750614166,NA,NA,NA
6,0.08829738944768906,0.2565344572067261,0.33647415041923523,NA,NA,NA
7,0.0733313336968422,0.2393328994512558,0.3320031464099884,NA,NA,NA
8,0.06782885640859604,0.2249763309955597,0.3142950236797333,NA,NA,NA
9,0.05923064798116684,0.21346446871757507,0.3084677457809448,NA,NA,NA
10,0.05408403277397156,0.201816126704216,0.29546400904655457,NA,NA,NA
11,0.04746897518634796,0.18884053826332092,0.28274309635162354,NA,NA,NA
12,0.04429612308740616,0.17823977768421173,0.2678872048854828,NA,NA,NA
13,0.03910398110747337,0.16722483932971954,0.25624173879623413,NA,NA,NA
14,0.03458484262228012,0.15700195729732513,0.24483416974544525,NA,NA,NA
15,0.032533999532461166,0.15158729255199432,0.23810678720474243,NA,NA,NA
16,0.03240969404578209,0.14127179980278015,0.21772420406341553,NA,NA,NA
17,0.02656368538737297,0.130243718624115,0.2073599100112915,NA,NA,NA
18,0.024573545902967453,0.12514135241508484,0.201135516166687,NA,NA,NA
19,0.021624183282256126,0.11782180517911911,0.19239525496959686,NA,NA,NA
20,0.020533176138997078,0.11121179908514023,0.18135720491409302,NA,NA,NA
21,0.02033151686191559,0.1064552590250969,0.17224746942520142,NA,NA,NA
22,0.01826365664601326,0.09952715784311295,0.16252700984477997,NA,NA,NA
23,0.015484172850847244,0.09156621992588043,0.15216410160064697,NA,NA,NA
24,0.013467127457261086,0.08349613845348358,0.14005810022354126,NA,NA,NA
0,0.013984769582748413,0.0816047266125679,0.13523989915847778,NA,NA,NA
1,0.011906922794878483,0.07786473631858826,0.13191558420658112,NA,NA,NA
2,0.012704499065876007,0.07599318027496338,0.12657734751701355,NA,NA,NA
3,0.011535832658410072,0.07214444875717163,0.12121724337339401,NA,NA,NA
4,0.010910315439105034,0.06667771935462952,0.11153487116098404,NA,NA,NA
5,0.009824538603425026,0.06253194063901901,0.1054147332906723,NA,NA,NA
6,0.008929457515478134,0.06007569283246994,0.10229247063398361,NA,NA,NA
7,0.008178915828466415,0.05873186141252518,0.10110592097043991,NA,NA,NA
8,0.0076767378486692905,0.05362353473901749,0.09189358353614807,NA,NA,NA
9,0.008246023207902908,0.05489117279648781,0.09329032152891159,NA,NA,NA
10,0.006595802493393421,0.05134362727403641,0.08949563652276993,NA,NA,NA
11,0.005779413040727377,0.04800403118133545,0.08444921672344208,NA,NA,NA
12,0.006150325760245323,0.04674312472343445,0.08118558675050735,NA,NA,NA
13,0.005563610233366489,0.042497992515563965,0.0738687589764595,NA,NA,NA
14,0.005979231558740139,0.04433170706033707,0.07670494168996811,NA,NA,NA
15,0.005341046955436468,0.042467303574085236,0.07425253093242645,NA,NA,NA
16,0.003939793910831213,0.04182618483901024,0.07577279210090637,NA,NA,NA
17,0.004590303171426058,0.03958367556333542,0.0699867382645607,NA,NA,NA
18,0.004337972495704889,0.03832092136144638,0.06796590238809586,NA,NA,NA
19,0.003956858068704605,0.037518344819545746,0.06712296605110168,NA,NA,NA
20,0.003254847601056099,0.03506102412939072,0.06361233443021774,NA,NA,NA
21,0.0035397133324295282,0.03528765216469765,0.06349588930606842,NA,NA,NA
22,0.003185938810929656,0.03371771052479744,0.06106356158852577,NA,NA,NA
23,0.0036855333019047976,0.03346479311585426,0.05955852195620537,NA,NA,NA
24,0.0030423186253756285,0.03172608092427254,0.05736752599477768,NA,NA,NA
25,0.002531456295400858,0.031075118109583855,0.05708730220794678,NA,NA,NA
26,0.0024240948259830475,0.02997296117246151,0.05509774386882782,NA,NA,NA
27,0.0022526506800204515,0.029162894934415817,0.05382050201296806,NA,NA,NA
28,0.0025892227422446012,0.029928695410490036,0.05467894673347473,NA,NA,NA
29,0.002376152668148279,0.027295377105474472,0.04983847588300705,NA,NA,NA
0,0.001926248543895781,0.026061000302433968,0.048269495368003845,NA,NA,NA
1,0.0021236399188637733,0.024727053940296173,0.04520681872963905,NA,NA,NA
2,0.0019303523004055023,0.02572878822684288,0.04759688675403595,NA,NA,NA
